,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
220,100+ Exercises - Python - Data Science - NumPy - 2022,"53,568",170,2,10.2022,English,1,1,69.9,1,15,114,45m total,Paweł Krakowiak,"247,701",86,4.5,takeITeasy Academy,"250,005",20,4.5,0,1,0,4.6
221,"The Complete Machine Learning 2020|Python, Math|Dummy To Pro","1,385",169,2,11.2019,English,1,1,349.9,1,22,174,24h 53m,SkyHub Academy,"1,385",1,4.6,Ahmed Attia,"4,957",4,4.2,1,0,0,4.6
222,Learning Path: R: Complete Machine Learning & Deep Learning,"1,503",168,1,6.2017,English,1,1,349.9,1,3,213,17h 36m,Packt Publishing,"408,556","1,058",3.9,,,,,0,0,0,4.4
223,Build Your Own Chatbot in Python,"16,777",168,1,4.2021,English,1,1,69.9,1,6,11,1h 59m,Kumar Rajmani Bapat,"62,741",8,3.6,,,,,1,0,0,2.4
224,Artificial Intelligence III - Deep Learning in Java,"2,797",166,1,12.2021,English,1,1,349.9,1,11,46,4h 9m,Holczer Balazs,"257,832",34,4.5,,,,,1,0,0,4.7
225,Python for Data Analysis: step-by-step with projects,897,172,1,10.2022,English,1,1,123.9,1,13,65,10h 59m,Lianne and Justin (Just into Data),"2,007",2,4.6,,,,,1,0,0,4.7
226,Computer Vision - OCR using Python,822,168,1,1.2023,English,1,1,349.9,1,10,74,6h 20m,Vineeta Vashistha,"1,606",6,4.3,,,,,1,0,0,4
227,Build 75 Powerful Data Science & Machine Learning Projects,"2,691",169,1,3.2022,English,1,1,69.9,1,76,555,73h 36m,Pianalytix .,"66,704",18,4.3,,,,,0,0,0,4.1
228,"Introduction to AI, Machine Learning and Python basics","4,417",166,1,10.2021,English,1,1,259.9,1,5,21,2h 37m,Timur Kazantsev,"28,376",24,4.4,,,,,0,0,0,4.4
229,"Artificial Intelligence with Machine Learning, Deep Learning",702,167,1,1.2023,English,1,1,699.9,1,12,42,6h 15m,Oak Academy,"275,303",256,4.5,,,,,1,0,0,4.4
230,Data Science with R - Beginners,"16,284",163,1,12.2018,English,1,1,349.9,1,8,56,5h 47m,eduCode Forum,"80,246",8,3.5,,,,,0,0,0,3.5
231,R Programming Complete Certification Training,"14,369",162,1,7.202,English,1,1,349.9,1,18,39,20h 45m,Uplatz Training,"384,700",162,3.6,,,,,0,0,0,3.6
232,NLTK: Build Document Classifier & Spell Checker with Python,855,161,2,2.2019,English,1,1,179.9,1,10,46,5h 17m,GoTrained Academy,"73,754",9,3.9,Waqar Ahmed,"6,950",2,3.7,1,0,0,3.7
233,"Beginning with Machine Learning, Data Science and Python","7,928",161,1,7.2018,English,1,1,89.9,1,6,49,3h 38m,UNP United Network of Professionals,"25,549",2,4.6,,,,,1,0,0,4.4
234,Python for Data Science and Data Analysis,760,163,2,1.2023,English,1,4,349.9,1,14,156,16h 15m,AI Sciences,"43,905",23,4.3,AI Sciences Team,"24,008",23,4.3,0,0,0,4.2
235,Accelerate Deep Learning on Raspberry Pi,"1,334",161,2,12.2019,English,1,1,349.9,1,6,25,1h 58m,Augmented Startups,"56,334",22,3.8,Laszlo Benke,"1,588",2,3.3,0,0,0,3.4
236,Deep Learning Bootcamp with 5 Capstone Projects,"19,003",162,1,3.2022,English,1,1,69.9,1,10,95,6h 33m,Data Is Good Academy,"253,223",31,4.3,,,,,1,0,0,4.8
237,Neural Networks With MATLAB: Programming For Beginners,"9,172",158,1,3.202,English,1,1,105.9,1,5,13,32m total,Karthik K,"39,759",13,4.3,,,,,1,0,1,4
238,Intelligently Extract Text & Data from Document with OCR NER,"1,286",162,2,11.2022,English,1,1,539.9,1,11,88,7h 17m,Gusksra R,"81,516",13,4.4,Data Science Anywhere,"81,563",16,4.4,0,0,0,4.5
239,Real Life Machine Learning and Data Science Projects,"1,412",159,1,10.2022,English,1,1,69.9,1,8,64,2h 35m,Sheik Jamil Ahmed,"1,412",1,4.4,,,,,0,0,0,4.4
240,A to Z (NLP) Machine Learning Model building and Deployment.,"13,919",155,1,11.202,English,1,1,209.9,1,6,28,4h 23m,Mohammed Rijwan,"13,919",1,4.1,,,,,1,0,0,4.1
241,Keras: Deep Learning in Python,"1,063",154,1,7.2017,English,1,1,69.9,1,7,39,10h 4m,Francisco Juretig,"24,329",9,3.8,,,,,1,0,0,4
242,Natural Language Processing (NLP) with Python and NLTK,"1,204",154,1,7.2019,English,1,1,69.9,1,7,48,7h 14m,CARLOS QUIROS,"10,326",7,4,,,,,0,0,0,4.4
243,Introduction to Python For Data Science 2021,"12,578",154,1,8.202,English,1,1,69.9,1,6,44,1h 9m,Eftekher Husain,"23,018",2,4,,,,,1,0,0,4.2
244,Data Science:Hands-on Diabetes Prediction with Pyspark MLlib,"11,834",153,1,9.202,English,1,1,69.9,1,6,6,46m total,School of Disruptive Innovation,"42,382",14,4.1,,,,,0,0,0,3.7
245,No-Code Machine Learning Using Amazon AWS SageMaker Canvas,"32,102",157,1,12.2021,English,1,1,105.9,1,12,26,1h 20m,Prince Patni,"201,332",31,4.1,,,,,0,0,0,4.4
246,Calculus - Mathematics for Data Science - Machine Learning,"2,324",151,1,1.2023,English,1,1,349.9,1,16,106,10h 3m,Manifold AI Learning ®,"19,197",7,4.4,,,,,1,0,0,4.5
247,Computer Vision In Python! Face Detection & Image Processing,"16,880",150,2,11.2022,English,1,0,349.9,1,9,61,10h 58m,Emenwa Global,"144,846",32,4,Zoolord Academy,"153,256",63,4,0,0,0,4.2
248,Apache Spark 2.0 + Scala : DO Big Data Analytics & ML,"1,204",150,1,1.2017,English,1,1,69.9,1,8,59,7h 30m,"V2 Maestros, LLC","76,518",7,4.2,,,,,1,0,0,3.8
249,Data Science: Beginners Guide to the Command Line,"8,042",150,1,10.2017,English,1,1,123.9,1,4,32,1h 21m,Ben Weinstein,"8,042",1,3.8,,,,,0,0,0,3.8
250,The Visual Guide on How Neural Networks Learn from Data,"3,208",147,1,8.202,English,1,1,329.9,1,8,56,2h 47m,Mauricio Maroto,"11,660",4,4.4,,,,,1,0,0,4.6
251,How to easily use ANN for prediction mapping using GIS data?,714,148,1,2.2022,English,1,1,349.9,1,10,39,7h 16m,Dr. Omar AlThuwaynee,"2,132",6,4.2,,,,,0,0,0,4.2
252,Artificial Intelligence IV - Reinforcement Learning in Java,"1,717",145,1,12.2021,English,1,1,349.9,1,9,39,3h 2m,Holczer Balazs,"257,832",34,4.5,,,,,1,0,0,4.2
253,Data Science Project Planning,848,149,1,11.202,English,1,1,69.9,1,7,56,4h 52m,Gopinath Ramakrishnan,"23,592",2,4.5,,,,,1,0,0,4.7
254,Learn Basic Data science and Python Libraries,"36,012",145,1,11.202,English,1,0,69.9,1,3,9,2h 30m,Akbar Khan,"36,012",1,2.5,,,,,0,0,0,2.5
255,Machine Learning and Deep Learning using Tensor Flow & Keras,"1,933",144,1,6.2018,English,1,1,69.9,1,15,99,11h 3m,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)","4,580",16,2.8,,,,,0,0,0,2.8
